28,0.1666666666666666
42,0.1318407960199005
60,0.8233830845771144
15,0.1666666666666666
13,0.1666666666666666
33,0.1666666666666666
24,0.1666666666666666
6,0.1666666666666666
51,0.1666666666666666
14,0.1666666666666666
41,0.1666666666666666
23,0.1666666666666666
82,0.0
75,0.1666666666666666
32,0.1666666666666666
72,0.1666666666666666
80,0.0049751243781094
59,0.1666666666666666
22,0.1318407960199005
70,0.3557213930348258
69,0.1666666666666666
38,0.1666666666666666
29,0.1666666666666666
64,0.3432835820895522
5,0.5099502487562189
56,0.0049751243781094
27,1.0
46,0.1666666666666666
16,0.5099502487562189
19,0.1666666666666666
35,0.3805970149253731
87,0.0
10,0.0049751243781094
8,0.0
71,0.5099502487562189
9,0.0049751243781094
40,0.1666666666666666
62,0.1666666666666666
50,0.1666666666666666
53,0.0049751243781094
77,0.1666666666666666
1,0.0049751243781094
36,0.1666666666666666
7,0.2164179104477611
55,0.0049751243781094
43,0.1666666666666666
37,0.3805970149253731
17,0.1666666666666666
76,0.0049751243781094
45,0.1666666666666666
12,0.5099502487562189
30,0.5099502487562189
0,0.9552238805970148
63,0.1666666666666666
52,0.1318407960199005
20,0.2164179104477611
11,0.0049751243781094
68,0.0049751243781094
48,0.1666666666666666
61,0.1666666666666666
83,0.0049751243781094
67,0.8233830845771144
